acousticness,album,artist,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,playlist,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0.0409,Double Trouble (Bonus Track Version),P-Square,0.808,300000,0.712,0.0,0,0.101,-4.031,0,Naija Mix 2012-2016,5.0,0.07,119.995,4,6OBzNSQkHmE4a9kD3tj1ym,Ejeajo,0.962
0.388,Me And My Guyz,Endia,0.776,203964,0.673,0.0,10,0.11,-4.645,0,Naija Mix 2012-2016,9.0,0.217,99.936,4,6ahmFXU36k2Dj4iMOyq4w9,Me And My Guyz,0.669
0.324,Wifey,Boj,0.626,205714,0.627,4.5e-06,7,0.143,-9.282,1,Naija Mix 2012-2016,0.0,0.0748,104.953,4,2TcQRz5ntnCD0fx3V8gDB7,Wifey,0.447
0.219,What U Want,"Naeto C feat. Boj, Ajebutter22",0.72,255762,0.904,0.00248,10,0.111,-0.698,0,Naija Mix 2012-2016,7.0,0.0551,107.008,4,0HEiTp2PCiwxEpDrj5sq8k,What U Want,0.852
0.0356,Bora (Freestyle),Patoranking feat. Olamide,0.599,220631,0.513,0.0,3,0.472,-7.48,0,Naija Mix 2012-2016,10.0,0.383,131.636,5,1uNSwFpnzvAFM1nhYnizST,Bora (Freestyle),0.543
0.154,No Guts No Glory,Phyno,0.675,252120,0.414,0.0,8,0.0917,-9.315,1,Naija Mix 2012-2016,0.0,0.0786,98.843,4,2hckyITEdqGkUm79Tf9llf,Icholiya,0.2
0.227,Story For The gods,Olamide,0.802,204640,0.943,0.0,1,0.0732,-1.733,1,Naija Mix 2012-2016,11.0,0.093,128.921,4,0WwTqjnfDt7lzZFgI8U0ex,Story For The gods,0.962
0.0304,Ibadi,Niniola,0.692,222668,0.939,3.7e-05,0,0.248,-4.001,0,Naija Mix 2012-2016,17.0,0.0868,125.025,4,249DKmua1dlIAdZaVRqBhS,Ibadi,0.645
0.436,Double Wahala Remix,Oritse Femi,0.477,231840,0.823,0.0,0,0.409,-2.44,0,Naija Mix 2012-2016,14.0,0.136,199.762,4,2wT7Q2lwtB0AaxJL7DnrDM,Double Wahala Remix,0.766
0.0741,Love Afro Dancehall,Various Artists,0.584,271177,0.899,0.0,2,0.46,-3.679,1,Naija Mix 2012-2016,0.0,0.0418,115.064,4,1gW0SsU8IOWun1UeAJhnVz,Take It,0.819
0.26,Don Gorgon,Burna Boy,0.518,221675,0.759,1.56e-06,5,0.112,-7.649,0,Naija Mix 2012-2016,33.0,0.21,99.752,4,0IqfgUwF2yLEjWt2X73NDc,Don Gorgon,0.869
0.0216,"Lanre Davies Presents Welcome to the Factory Afrobeat Bangers, Vol. 2",Various Artists,0.795,228933,0.857,0.0341,8,0.036,-5.228,1,Naija Mix 2012-2016,0.0,0.0519,123.077,4,2vywg8GEeJZTBncnxKbvvn,Nek-Unek,0.963
0.134,On Fire,L.O.S,0.698,273013,0.835,3.39e-06,2,0.086,-5.736,1,Naija Mix 2012-2016,9.0,0.115,123.917,4,1WznwG3GB4b4CxYdEbMVh6,On Fire,0.445
0.00348,"Jagz Nation, Vol.1. Thy Nation Come",Jesse Jagz,0.785,259214,0.74,0.0,1,0.084,-4.242,1,Naija Mix 2012-2016,0.0,0.0691,104.907,4,3PexMd9zxJtK4GwOjHIQ8N,Sex & Scotch,0.36
0.0633,Chop My Money,P-Square,0.801,272126,0.808,1.26e-06,5,0.124,-5.424,0,Naija Mix 2012-2016,23.0,0.0864,127.01,4,3GuT26T92ZX1c3lHKLBVzs,Chop Dat Money - Remix,0.858
0.256,Anytime Soon,Ajebutter22 and Studio Magic,0.732,224784,0.646,1.13e-06,10,0.0969,-5.214,0,Naija Mix 2012-2016,22.0,0.268,109.755,4,1STqq693bTfaa4fQVCHz2U,Omo Pastor,0.815
0.0925,Gba Gbe E (feat. Burna Boy),DJ Spinall,0.556,225698,0.928,0.0,2,0.0548,-3.63,1,Naija Mix 2012-2016,19.0,0.194,114.461,4,1SWsAS3zNsulR0333IkszB,Gba Gbe E (feat. Burna Boy),0.718
0.103,Available,Ayo Jay,0.851,176915,0.902,6.7e-05,9,0.273,-1.871,1,Naija Mix 2012-2016,0.0,0.124,117.807,4,027QSTToUFf2gOW5R6wU17,Available,0.635
0.0229,"Stinking Shit (feat. Yung L, Endia & Ice Prince)",Chopstix,0.509,194429,0.684,1.27e-06,8,0.119,-7.403,1,Naija Mix 2012-2016,6.0,0.292,200.612,4,3cym7xDAWJCnVQSEGHSZj1,"Stinking Shit (feat. Yung L, Endia & Ice Prince)",0.455
0.431,Elele ft. davido,Emma Nyra,0.79,244067,0.867,8.34e-05,9,0.105,-2.831,1,Naija Mix 2012-2016,0.0,0.0959,122.926,4,0R65Z0VhXDru2GAAkKZFq5,Elele ft. davido,0.949
0.452,No Guts No Glory,Phyno,0.765,277026,0.75,0.0,1,0.24,-4.796,1,Naija Mix 2012-2016,0.0,0.175,116.183,4,51yeXmSHSD5is7VSRSnSxf,Alobam,0.541
0.0264,2mussh,Reminisce,0.534,226790,0.912,0.0,0,0.592,-3.083,1,Naija Mix 2012-2016,0.0,0.278,107.629,4,1ddkfuW7gOqotHMtLfhujA,2mussh - Remix,0.835
0.215,Ise Yen (feat. Reminisce),Sarz,0.788,234710,0.647,1.14e-05,1,0.113,-6.439,1,Naija Mix 2012-2016,14.0,0.215,90.012,4,3TGZn47W06U1lkzplo0TQ9,Ise Yen (feat. Reminisce),0.375
0.0233,Roll It (Remix) [feat. Banky W & Akon],WizKid,0.71,206630,0.803,0.0,5,0.131,-4.613,0,Naija Mix 2012-2016,2.0,0.096,103.889,4,4jQ5RCEuJOPh5e8GLXBjsk,Roll It (Remix) [feat. Akon & Banky W],0.793
0.128,One Question (feat. Yemi Sax),WizKid,0.659,294897,0.758,1.13e-06,7,0.281,-9.505,1,Naija Mix 2012-2016,12.0,0.0334,106.018,4,3TPjymKvW4oNIDOgH1Io6f,One Question (feat. Yemi Sax),0.965
0.297,51Lex Presents Something About You,Dr SID,0.876,235920,0.709,1.25e-05,1,0.0617,-7.842,1,Naija Mix 2012-2016,17.0,0.0357,124.957,4,10gTqaQ4FDPYlrtBLmbzGT,Over The Moon Ft. K-Switch,0.726
0.0653,Desire,Iyanya,0.737,223373,0.855,0.0048,1,0.0583,-4.394,1,Naija Mix 2012-2016,0.0,0.084,130.083,4,1PlLwvh1N9GPTuFT16JBez,Kukere (Master),0.961
0.635,Away,Iyanya,0.771,211320,0.928,0.00567,8,0.0527,-1.285,1,Naija Mix 2012-2016,0.0,0.0743,128.136,4,2SWcqn9eoQufXRAwABhJ6G,Away,0.908
0.0382,Sabi Dance,Dammy Krane,0.714,213120,0.947,0.0,4,0.327,-3.67,0,Naija Mix 2012-2016,5.0,0.0758,125.064,4,78O7iUSVQdzpj4JLq9LN2J,Sabi Dance,0.818
0.0343,"Me, My Mouth & Eye",Sound Sultan,0.808,211987,0.9,0.0,5,0.0563,-2.856,0,Naija Mix 2012-2016,19.0,0.181,120.016,4,3JxEEvPmVIuW7SyFogW7eX,Kokose,0.857
0.0113,Won da Mo (feat. D'banj),Burna Boy,0.711,252627,0.901,0.0,7,0.102,-4.945,1,Naija Mix 2012-2016,21.0,0.177,152.045,4,7d0XzEdpavvejif6bPJ3QW,Won da Mo (feat. D'banj),0.586
0.0742,Better in Love,Various Artists,0.477,201482,0.794,1.79e-06,11,0.0899,-2.796,1,Naija Mix 2012-2016,0.0,0.0568,127.661,5,6TtL7cELiq5v9y79P7IDaj,All for You (feat. Maleek Berry),0.578
0.167,Cool Parry,Falz,0.501,194247,0.843,0.0,10,0.0945,-4.815,0,Naija Mix 2012-2016,3.0,0.405,156.106,5,0IZ9pTR8FNt5uDAmwrS7se,Cool Parry,0.783
0.412,Igbo Hits 2013-2014,This Is Africa,0.755,236356,0.937,0.0,11,0.347,-2.832,0,Naija Mix 2012-2016,0.0,0.0819,124.954,4,7fRmfo42ibURIGFbndCqOt,O Set,0.938
0.319,Yoruba Hits 2013-2014,This Is Africa,0.711,241021,0.954,0.00143,11,0.0844,-2.057,1,Naija Mix 2012-2016,0.0,0.0595,120.003,4,4uynYpxeHJUuhHS6SYV6cm,Daddy,0.874
0.161,Yoruba Hits 2013-2014,This Is Africa,0.511,240849,0.931,1.99e-06,11,0.373,-2.485,0,Naija Mix 2012-2016,0.0,0.114,120.043,4,59GbUnZ7ooNyITBrxSF4Ap,The Kick,0.487
0.567,"Naija Turn Up Vibes, Vol. 1",Various Artists,0.788,208614,0.793,2.31e-06,10,0.122,-6.666,1,Naija Mix 2012-2016,0.0,0.0701,130.011,4,5zzLrijY7KZLJqxtQEgFc4,Gallardo,0.965
0.0192,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),Burna Boy,0.757,254400,0.936,1.29e-05,6,0.0872,-4.903,0,Naija Mix 2012-2016,27.0,0.0986,99.998,4,5B5seMTTIbbOyQJOLi1ZEC,Run My Race,0.689
0.472,Taste the Money (Testimony),P-Square,0.844,260000,0.808,1.41e-05,11,0.0635,-3.363,1,Naija Mix 2012-2016,40.0,0.0734,120.012,4,7eLjqFyvckSm3iIiVSmveP,Taste the Money (Testimony),0.956
0.0492,Wild Fire Love,Various Artists,0.788,209607,0.949,0.0,2,0.0373,-1.842,0,Naija Mix 2012-2016,0.0,0.0811,121.995,4,7JOv2Z1edMlz9zCM1G5TKc,Eledumare,0.938
0.396,Number One Lover (feat. Wizkid & Shaydee),Starboy,0.645,211371,0.736,0.0,3,0.291,-3.212,0,Naija Mix 2012-2016,22.0,0.197,162.807,4,0SsX6KFU5Ak8zvBujVzUHs,Number One Lover (feat. Wizkid & Shaydee),0.631
0.628,Aye,DaVido,0.729,235053,0.868,0.0,11,0.057,-4.72,1,Naija Mix 2012-2016,0.0,0.0474,115.0,4,1TfnjAR3A6PnrEy3fL5u3f,Aye,0.966
0.0363,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),Burna Boy,0.738,256013,0.816,0.000104,5,0.119,-3.163,1,Naija Mix 2012-2016,23.0,0.0954,103.013,4,4Yfm4M872WSEqOPSUiE4wd,Na so E Suppose Be,0.953
0.0333,Takeover,KCee,0.792,257464,0.928,0.000215,6,0.0399,-1.794,0,Naija Mix 2012-2016,9.0,0.0965,126.026,4,6qqgcGoBqsrAXesAQOKyDq,Emmah (feat. D Banj),0.682
0.121,Rapperholic,Sarkodie,0.863,225626,0.886,1.07e-06,9,0.06,-2.656,0,Naija Mix 2012-2016,29.0,0.0796,118.968,4,2iTzNWT7x2NXpMngGZQzPd,U Go Kill Me (feat. El),0.781
0.0829,Naija Club Tunes,Various Artists,0.74,187193,0.904,0.847,6,0.0875,-4.742,0,Naija Mix 2012-2016,0.0,0.193,126.946,4,4cQzshwlO3E2k3rBup6Iec,Jasi,0.964
0.619,Naija Club Tunes,Various Artists,0.659,251847,0.86,2.96e-05,10,0.0767,-6.127,1,Naija Mix 2012-2016,0.0,0.0616,128.1,4,4GTbQo2sSx6FBY4P9otnzZ,Komole,0.944
0.405,Le Kwa Ukwu,Iyanya,0.76,216947,0.887,4.4e-06,0,0.248,-3.951,1,Naija Mix 2012-2016,0.0,0.115,125.014,4,5Gq6bYcLAvNkRJaLQbMyAa,Le Kwa Ukwu,0.893
0.00283,Surulere (feat. Don Jazzy),Dr SID,0.643,234254,0.699,1.96e-06,4,0.718,-8.961,0,Naija Mix 2012-2016,18.0,0.0638,100.054,4,4l4BlHxclV4EHowmdfMieb,Surulere (feat. Don Jazzy),0.443
0.0111,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),Burna Boy,0.795,237670,0.588,0.000197,6,0.0596,-9.934,1,Naija Mix 2012-2016,34.0,0.063,102.996,4,6koOQ0aF5Ktizwa8qmanQj,#YawaDey,0.713
0.0641,"Koma Roll (Remix) [feat. Burnaboy, Trigga Madtonic, Ice Prince, Iyanya & Phyno]",Tillaman,0.653,267273,0.981,0.000126,11,0.0873,-2.282,0,Naija Mix 2012-2016,0.0,0.103,124.053,4,2e6uq9VSDmi8HHxmiJl5i8,"Koma Roll (Remix) [feat. Burnaboy, Trigga Madtonic, Ice Prince, Iyanya & Phyno]",0.765
0.49,Butter Was Here,Ajebutter22,0.735,222616,0.835,0.0013,5,0.131,-4.201,1,Naija Mix 2012-2016,8.0,0.0442,110.067,4,1A0Z95KgV5UTbva9J79jST,Butter Was Here,0.933
0.168,"Lagos Street Music, Vol. 2",Various Artists,0.477,233247,0.675,4.4e-05,4,0.0533,-4.938,0,Naija Mix 2012-2016,0.0,0.0642,126.516,4,2FaBpo2aaMOCgikbhk8gLm,Mama Eh,0.9
0.142,Takeover,KCee,0.784,215987,0.923,0.0,7,0.518,-1.921,1,Naija Mix 2012-2016,20.0,0.0714,129.997,4,3tdCNk6cgeXDCgJdpcl8tv,Pullover Remix (feat. Don Jazzy & Wiz Kid),0.962
0.18,Baddest Guy Ever Liveth,Olamide,0.857,212000,0.875,0.0,1,0.172,-4.475,0,Naija Mix 2012-2016,0.0,0.274,119.827,4,5vHiRT00qy5RQgx6KK93mW,Yemi My Lover,0.844
0.664,Baddest Guy Ever Liveth,Olamide,0.702,208000,0.718,0.0,4,0.097,-3.026,0,Naija Mix 2012-2016,0.0,0.273,76.113,4,1V27UgQi0sbESAih5ZX6a5,Rayban Abacha,0.711
0.26,Naija Hits 2012-2013,This Is Africa,0.719,236356,0.949,0.0,5,0.562,-3.587,1,Naija Mix 2012-2016,0.0,0.221,125.047,4,4rsGnHJprP8TulTqBXjQU7,Shake,0.955
0.438,Gidi Fresh Sounds,Various Artists,0.664,252343,0.96,0.00674,7,0.147,-4.019,1,Naija Mix 2012-2016,0.0,0.137,124.964,4,4FdgEF9kYLNRcRYIoc0WWm,Limpopo,0.928
0.133,"Naija Party Tunes, Vol. 2",Various Artists,0.508,259560,0.68,0.0,6,0.331,-5.74,0,Naija Mix 2012-2016,0.0,0.409,135.351,5,3KM9mNLE0KCDkW2Dmeqh1W,Slow Down (feat. Wizkid),0.749
0.0549,"Naija Party Tunes, Vol. 2",Various Artists,0.755,265169,0.88,0.0,6,0.0731,-3.197,1,Naija Mix 2012-2016,0.0,0.111,102.992,4,5hu24wPAJjt0drLCydBXCf,Bad Girl (feat. Wizkid),0.831
0.151,"Naija Party Tunes, Vol. 2",Various Artists,0.809,189623,0.859,0.0,10,0.0583,-4.798,0,Naija Mix 2012-2016,0.0,0.0917,121.017,4,27nVMbby0JdVp2mDcURZ0x,Skelewu,0.885
0.364,Ybnl,Olamide,0.827,227136,0.951,0.0,11,0.0263,-3.609,0,Naija Mix 2012-2016,0.0,0.234,131.014,4,2S7UleM5WKsd3AK3tBRLrP,Stupid Love,0.853
0.467,Fresh Afrobeats Vol 1,Various Artists,0.835,345104,0.788,1.01e-05,0,0.146,-4.51,1,Naija Mix 2012-2016,0.0,0.107,114.985,4,3GrTSM9AfaNRkj85fvNtgw,Port Harcourt 1st Son,0.947
0.281,Fresh Afrobeats Vol 1,Various Artists,0.767,269740,0.94,0.0,1,0.088,-1.985,1,Naija Mix 2012-2016,0.0,0.154,125.989,4,3x1EP8c6c0p4guEnVVVp4i,Alaye Remix (feat. Davido),0.889
0.381,Desire,Iyanya,0.747,254189,0.897,0.215,5,0.0685,-0.837,1,Naija Mix 2012-2016,0.0,0.0805,130.002,4,03GhB5e1KFoXqbvz25t7Me,Ur Waist,0.961
0.415,Omo Baba Olowo,DaVido,0.702,222224,0.847,0.0,0,0.369,-4.831,1,Naija Mix 2012-2016,0.0,0.0461,119.964,4,577W2uV0vebW4A584t7GNb,Dollars In the Bank (feat. Kay Switch),0.745
0.0823,Naija Party Tunes,Various Artists,0.644,244752,0.872,0.0,5,0.142,-6.321,0,Naija Mix 2012-2016,0.0,0.0389,120.999,4,4W8RP9pT8AZRWqawxiAgYo,Gat Me High,0.62
0.171,Naija Hits 2012-2013,This Is Africa,0.622,247440,0.63,1.17e-05,11,0.121,-5.516,1,Naija Mix 2012-2016,0.0,0.0569,195.979,4,1B5wP6ZJWEq7Pq50TWwPSi,Yes/No,0.818
0.138,Naija Hits 2012-2013,This Is Africa,0.411,246465,0.731,0.0,9,0.101,-6.983,0,Naija Mix 2012-2016,0.0,0.367,96.203,4,7F2yfL2XnuqSi4tjOT1lwX,Like To Party,0.735
0.248,Naija Hits 2012-2013,This Is Africa,0.647,246152,0.977,1.25e-06,2,0.113,-2.676,1,Naija Mix 2012-2016,0.0,0.058,118.04,4,1d0XgQEInSkYYkanqVpHRD,Jaiye Jaiye,0.782
0.187,Naija Hits 2012-2013,This Is Africa,0.788,295027,0.863,0.0,2,0.107,-6.505,1,Naija Mix 2012-2016,0.0,0.147,120.013,4,4aSkImmijNVPLP63RRI2zx,Girl,0.675
0.0658,Naija Hits 2012-2013,This Is Africa,0.921,186758,0.719,6.03e-05,0,0.189,-6.02,1,Naija Mix 2012-2016,0.0,0.246,124.941,4,6CU1Q8LEw2FlDXOdIP0jnN,First of All,0.794
0.421,Naija Hits 2012-2013,This Is Africa,0.741,223216,0.93,0.0,2,0.328,-3.326,1,Naija Mix 2012-2016,0.0,0.0551,133.485,4,2MgQtZNlPckOn7AG5Ev4DW,Baby Oku,0.91
0.0558,Naija Hits 2012-2013,This Is Africa,0.738,187376,0.654,1.23e-05,7,0.315,-5.952,1,Naija Mix 2012-2016,0.0,0.0802,90.053,4,3DETTaZ4XwxuQ9MKQwFoLV,All Of You,0.565
0.454,Naija Hits 2012-2013,This Is Africa,0.662,254798,0.901,6.66e-05,7,0.1,-5.541,1,Naija Mix 2012-2016,0.0,0.0977,129.991,4,57sB2keZNdNFF4oJxAQVMD,Ara (Wonders),0.591
0.559,Naija Hits 2012-2013,This Is Africa,0.696,292362,0.744,0.0,6,0.253,-5.804,0,Naija Mix 2012-2016,0.0,0.068,99.948,4,1j2v8mR0SVFz7OxFVI2swm,Beautiful Onyinye (Remix),0.865
0.5,Desire,Iyanya,0.61,211650,0.968,0.00268,1,0.212,-1.159,1,Naija Mix 2012-2016,0.0,0.0797,129.921,4,6ailwXIyLrQ79qx46iay42,Sexy Mama,0.81
0.246,Everbody Loves Ice Prince,Ice Prince,0.799,236987,0.786,0.0,1,0.384,-6.375,1,Naija Mix 2012-2016,0.0,0.205,110.084,4,2ah3dUAD5dCfzavBnpWvTL,End of Story (feat. Samklef),0.923
0.561,Everbody Loves Ice Prince,Ice Prince,0.477,239520,0.801,0.0,5,0.344,-4.89,1,Naija Mix 2012-2016,0.0,0.202,93.62,4,0UQPrlmb6qRrbbGuhi70kG,Somebody Lied,0.824
0.0717,Las Gidi Tunes,Various Artists,0.696,245088,0.615,0.0,0,0.351,-6.554,1,Naija Mix 2012-2016,0.0,0.175,118.049,4,0cTbpzBvPEaD2bNPPcFti7,Gaga (feat. Wizkid),0.822
0.0123,"Afrobeats the Hits, Vol. 1",Various Artists,0.75,221720,0.912,0.0,2,0.0402,-5.828,1,Naija Mix 2012-2016,0.0,0.117,123.983,4,7vs4rAQJkNDa0elMTyTEML,Fine Lady,0.82
0.437,Superstar,WizKid,0.56,206229,0.746,0.0,11,0.0615,-4.679,0,Naija Mix 2012-2016,25.0,0.0595,133.016,5,1FlF6juvyzVQeKuhfz7j6N,Wad Up (feat. D'prince),0.567
0.54,Superstar,WizKid,0.559,218175,0.835,0.0,6,0.243,-4.256,0,Naija Mix 2012-2016,37.0,0.185,136.29,5,57Gu531HyBd4QmPsQXl165,No Lele,0.935
0.525,Superstar,WizKid,0.879,212006,0.737,0.00576,2,0.268,-5.412,1,Naija Mix 2012-2016,40.0,0.0421,119.99,4,5YgyvTZmdkIfFOnj8ri8mZ,Pakurumo,0.967
0.019,Super C Season,Naeto C,0.666,218640,0.978,0.000466,5,0.378,-3.117,1,Naija Mix 2012-2016,30.0,0.129,117.984,4,6Y8oFiPAZ7L0kYzeRV8GSE,Ten over Ten,0.92
0.12,Super C Season,Naeto C,0.66,249678,0.894,0.00029,0,0.292,-4.421,1,Naija Mix 2012-2016,27.0,0.0462,125.067,4,3kIKWXjCRXQwhyCxRsyy3B,5 and 6,0.889
0.278,"Codename, Vol. 2",Dremo,0.8,127000,0.678,0.0,4,0.123,-6.531,0,Naija Rap Heavyweights,20.0,0.395,79.021,4,62UgiPqifUrhpNwM6x6uHx,STFU,0.647
0.0892,Bon Soir,Falz,0.546,185627,0.79,2.37e-06,1,0.14,-4.972,1,Naija Rap Heavyweights,23.0,0.302,90.004,3,3V8QxINEVjm0zjD2I1VQZI,Bon Soir,0.822
0.777,T.A.P (Talk About Poe),LADIPOE,0.556,191446,0.391,0.0,4,0.367,-13.208,0,Naija Rap Heavyweights,0.0,0.17,93.683,4,1L5BK8Gt9LP4kW3fvbHOwT,Voices,0.305
0.255,Faaji,Dremo,0.802,202136,0.7,2.88e-06,9,0.0644,-4.711,0,Naija Rap Heavyweights,33.0,0.297,101.001,4,6pq3gPiqErbumRRYl6wedp,Faaji,0.626
0.424,Hello Esther,Ice Prince,0.689,176000,0.397,0.0,4,0.122,-12.701,1,Naija Rap Heavyweights,0.0,0.644,126.19,5,6SxmCYFLRxum7ABxHd0EDa,Hello Esther,0.485
0.249,Nouveau Niveau,Boogey,0.475,250358,0.674,0.0,7,0.211,-7.425,1,Naija Rap Heavyweights,0.0,0.187,139.728,4,4l3tMBpWKZC1hgxZfwp1GC,Lemme Know,0.312
0.299,Balance,Ycee,0.636,207282,0.824,0.0,8,0.151,-3.785,1,Naija Rap Heavyweights,0.0,0.31,98.004,4,5eQuNLcaMwLzdaDSm1urPs,Balance,0.491
0.102,The Bag,Phyno,0.557,280711,0.871,1.13e-05,6,0.052,-1.872,0,Naija Rap Heavyweights,27.0,0.199,118.852,4,3hV6L1lXpi3Kf7ytLrceJP,The Bag,0.73
0.0545,Fly Gangsta from the 90's,Payper Corleone,0.759,227997,0.493,0.0,1,0.103,-8.852,1,Naija Rap Heavyweights,4.0,0.327,145.999,4,4vKkpmEq1k8MnBwWOGqOgf,Chicks for Lagos,0.0801
0.554,Jaiye (Time of Our Lives),LADIPOE,0.703,181212,0.725,0.000344,3,0.15,-6.814,0,Naija Rap Heavyweights,31.0,0.0535,111.948,4,3O37piDdI2kyDnhJrPmZs0,Jaiye (Time of Our Lives),0.71
0.00704,Buga Small Small Freestyle,Olamide,0.869,171757,0.711,1e-05,10,0.0984,-4.895,0,Naija Rap Heavyweights,13.0,0.254,102.025,4,5m571me5N0UCy04zgW6u1E,Buga Small Small Freestyle,0.337
0.182,Places,Ola Dips,0.684,266043,0.857,0.0,1,0.622,-1.751,0,Naija Rap Heavyweights,20.0,0.0606,113.077,4,5uoBhkc8GVPushsKtYm0j1,Places,0.782
0.242,Chvmeleon,Alpha Ojini,0.71,223146,0.62,0.000632,6,0.091,-7.239,0,Naija Rap Heavyweights,15.0,0.105,100.014,4,5uwr4pFcvouVDpJi4675uu,CalmDown,0.499
0.642,T.A.P (Talk About Poe),LADIPOE,0.764,133643,0.605,0.0,0,0.115,-13.218,0,Naija Rap Heavyweights,0.0,0.489,107.702,4,7evIuVja08ReHIsDWOAaH2,Double Homicide,0.653
0.575,"Clone Wars Vol. IV ""These Buhari Times""",Show Dem Camp,0.817,195918,0.52,3.92e-06,11,0.0699,-9.575,0,Naija Rap Heavyweights,0.0,0.345,97.848,4,2BUK8o52RfZR2pPetGgNoy,Savage,0.434
0.261,Head 2 Toe,CDQ,0.536,203938,0.847,0.0,11,0.25,-3.452,0,Naija Rap Heavyweights,8.0,0.315,88.078,4,6P6W1hR15YxL9qgrr6k8Mx,Head 2 Toe,0.198
0.132,Rendezvous,M.I. Abaga,0.724,215625,0.589,0.0,1,0.148,-8.226,1,Naija Rap Heavyweights,12.0,0.0797,127.074,4,5TTTOcUodh4N05kTwWuAjK,Wats D Level,0.267
0.00333,MORE ORIGINALS,Tobe Nwigwe,0.656,201165,0.721,0.00946,2,0.107,-7.578,1,Naija Rap Heavyweights,29.0,0.055,162.02,4,73UKeZ3N3J8ku0F0cDnHig,DAY ONES (feat. TAYLOR JANNEY),0.479
0.224,Moral Instruction,Falz,0.769,187240,0.757,4.33e-06,6,0.284,-7.854,0,Naija Rap Heavyweights,15.0,0.164,105.77,4,2FGZeDTIT41EvCODAnQTOa,E No Finish,0.849
0.195,T.A.P (Talk About Poe),LADIPOE,0.714,224130,0.618,1.29e-06,10,0.102,-8.713,0,Naija Rap Heavyweights,0.0,0.125,114.954,4,0pdmxOrecbV0uEz7SuhPIX,Red Light,0.612
0.204,T.A.P (Talk About Poe),LADIPOE,0.782,174518,0.567,0.000391,1,0.188,-8.562,0,Naija Rap Heavyweights,0.0,0.362,140.173,4,65a85X8TRcOoNcsXRO0bA1,Win Win,0.326
0.397,Moral Instruction,Falz,0.838,174493,0.676,0.0,6,0.36,-7.909,0,Naija Rap Heavyweights,17.0,0.268,90.1,4,1n7puvYj4WCHSDBvoYOrXf,Paper,0.733
0.146,27,Falz,0.858,188533,0.756,0.0,1,0.0661,-6.179,0,Naija Rap Heavyweights,28.0,0.0821,123.998,4,6TJ8dIDFWR2tQk6IDNiwn4,Way,0.867
0.0358,Stories That Touch,Falz,0.557,276638,0.802,0.0,9,0.105,-5.999,0,Naija Rap Heavyweights,17.0,0.331,189.588,4,5cocay0bwwcg9huwH06LMm,Chardonnay Music,0.726
0.32,Rendezvous,M.I. Abaga,0.786,214500,0.518,0.0497,0,0.199,-6.633,0,Naija Rap Heavyweights,33.0,0.0821,94.001,4,3PTzFb3RdUEvpjFDkoCJ2Z,Playlist,0.64
0.926,T.A.P (Talk About Poe),LADIPOE,0.726,147998,0.626,6.21e-06,11,0.108,-9.64,1,Naija Rap Heavyweights,0.0,0.441,120.222,4,0uKJypQLdpoJNCfoVKlJQn,Revival,0.929
0.738,Rendezvous,M.I. Abaga,0.611,94500,0.618,1.61e-05,6,0.251,-8.348,1,Naija Rap Heavyweights,17.0,0.305,121.664,4,2NNiNiiqDKmJBiLz5X9f6E,Kososhi,0.73
0.0643,Rendezvous,M.I. Abaga,0.711,187000,0.754,0.000705,5,0.709,-6.935,0,Naija Rap Heavyweights,13.0,0.121,102.993,4,1cJG4WPzwU6YXjFm4JVHE8,On Code,0.204
0.235,The Playmaker,Phyno,0.676,214733,0.817,0.0,10,0.0918,-2.76,0,Naija Rap Heavyweights,0.0,0.203,151.836,4,3NWPaVKSH07v8RRqNU9wRL,Link Up,0.697
0.301,Bad Boy Blaq Re-Up,Blaqbonez,0.848,207044,0.7,0.0,0,0.108,-4.711,0,Naija Rap Heavyweights,12.0,0.212,126.991,4,1L2IwGBld48cGIuox3aUVE,Denied - Remix,0.646
0.286,Bad Boy Blaq Re-Up,Blaqbonez,0.766,171758,0.734,0.0,10,0.0746,-3.827,0,Naija Rap Heavyweights,9.0,0.122,83.991,4,2KuS7kJoRFnzV1H2KgVliB,Nikes,0.669
0.656,"Clone Wars Vol. IV ""These Buhari Times""",Show Dem Camp,0.793,244615,0.703,0.000193,11,0.278,-9.331,0,Naija Rap Heavyweights,0.0,0.262,104.029,4,2YOo4IfpVuEYidbdqoIzBi,Epigenetics,0.555
0.877,"Clone Wars Vol. IV ""These Buhari Times""",Show Dem Camp,0.663,220539,0.592,1.07e-05,8,0.238,-10.911,0,Naija Rap Heavyweights,0.0,0.468,130.058,4,16yOrGEZH61ndOftEH1D8D,Packaging,0.741
0.211,The Collectiv3 Lp,Various Artists,0.625,255874,0.527,1.53e-05,10,0.095,-7.565,1,Naija Rap Heavyweights,31.0,0.159,115.016,4,6tw6LmDefX95HwMfVbZDwA,Adore Her,0.783
0.173,Bad Boy Blaq Re-Up,Blaqbonez,0.495,254140,0.714,0.0,7,0.111,-5.792,0,Naija Rap Heavyweights,23.0,0.272,191.798,4,2W9Fcz7aPdeDwu6XyDOmwX,Mamiwota - Remix,0.664
