acousticness,album,artist,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,playlist,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0.014,Want You,Yemi Alade,0.457,219813,0.782,0.000803,8,0.11,-2.576,0,This is Yemi Alade,27.0,0.0544,105.831,4,6QqrBgP7jjnsubNx3qFK5L,Want You,0.655
0.0875,Mama Africa (The Diary of an African Woman) [Deluxe Version],Yemi Alade,0.665,223579,0.868,3.43e-06,1,0.114,-2.005,1,This is Yemi Alade,28.0,0.208,95.492,4,36uPojdUcsoaCj0gmlvjMO,Sugar n Spice,0.813
0.104,19,MHD,0.746,215486,0.661,2.23e-06,5,0.0811,-6.632,0,This is Yemi Alade,39.0,0.219,99.898,4,2k8oe0wuGjlVvnlYAVaKzn,Aleo,0.685
0.059,Black Magic (Deluxe Version),Yemi Alade,0.807,219330,0.834,0.00346,6,0.0532,-5.118,0,This is Yemi Alade,25.0,0.0578,125.014,4,3PNADrKtTCRWhcS4dpsb9q,Single & Searching (feat. Falz),0.729
0.202,Woman Of Steel,Yemi Alade,0.624,244500,0.588,0.0,6,0.176,-4.63,0,This is Yemi Alade,32.0,0.0815,80.048,4,4TUZ5Ffd2nyeqiakpLlKCp,CIA (Criminal In Agbada),0.689
0.0158,Issokay,Yemi Alade,0.831,144355,0.89,0.000113,8,0.17,-4.595,1,This is Yemi Alade,26.0,0.0366,108.97,4,2fIw3ruNSqbp0ANIU7ig3O,Issokay,0.477
0.0345,Wazup Guy: The Album,Falz,0.683,238185,0.872,0.0,7,0.121,-6.154,1,This is Yemi Alade,25.0,0.335,106.348,4,4R7rmZcRxBPaACQeBupk1C,Marry Me,0.801
0.00477,King of Queens,Yemi Alade,0.763,209536,0.857,0.0,6,0.153,-4.227,0,This is Yemi Alade,23.0,0.298,122.008,4,6bOUlguudT2ypzq7C0EdkB,Taking over Me (feat. Phyno),0.88
0.0448,Black Magic (Deluxe Version),Yemi Alade,0.71,218491,0.674,0.000759,3,0.106,-4.553,1,This is Yemi Alade,27.0,0.068,105.97,4,58MkQJxhe1DHsgkFTIZnbi,Wiggle,0.929
0.487,Un autre blanc,Salif Keita,0.803,359780,0.584,3.72e-05,0,0.0781,-8.494,1,This is Yemi Alade,32.0,0.0414,137.99,3,17tsY0rbQfpQgWLKgl8xbT,Diawara Fa,0.762
0.185,Kelegbe Megbe (Know your level),Adekunle Gold,0.761,176653,0.824,9.02e-06,11,0.132,-5.588,0,This is Adekunle Gold,44.0,0.136,105.114,4,5FkicQM6dSR0lhEfPlgxEB,Kelegbe Megbe (Know your level),0.632
0.57,Tranquilizer (feat. Adekunle Gold),TroyBoi,0.789,194717,0.654,8.17e-06,9,0.126,-4.415,0,This is Adekunle Gold,37.0,0.0788,106.012,4,1d0W70RISx0isVNckqYV8d,Tranquilizer (feat. Adekunle Gold),0.387
0.156,Young Love,Adekunle Gold,0.775,162713,0.625,1.04e-06,8,0.103,-3.803,0,This is Adekunle Gold,40.0,0.217,105.238,4,72vZBAAZAAUyIpNcTEVcWh,Young Love,0.857
0.413,Promise,Adekunle Gold,0.813,178000,0.604,0.00172,1,0.109,-8.667,1,This is Adekunle Gold,37.0,0.0555,120.083,4,0OjOPEq8X1I0i3tn79lnY3,Promise,0.598
0.004,Ojekoo,Juls,0.799,240588,0.569,0,1,0.568,-10.085,1,This is Adekunle Gold,35.0,0.0945,110.978,4,11tOhJJcKNclUixBg2cbT4,Agoro,0.188
0.71,IRE,Adekunle Gold,0.589,265064,0.8,2.16e-05,1,0.0706,-6.028,1,This is Adekunle Gold,31.0,0.0442,93.848,4,2NcquoUPaFNviD3jF0ESOS,IRE,0.602
0.34,Call on Me,Adekunle Gold,0.873,195831,0.641,3.37e-06,11,0.0648,-6.527,1,This is Adekunle Gold,31.0,0.059,100.07,4,10zrOn50nh4DTeuvKfTsSU,Call on Me,0.808
0.323,Gold,Adekunle Gold,0.908,187481,0.821,0,11,0.167,-4.461,1,This is Adekunle Gold,31.0,0.233,107.995,4,6m581FiuOT6yUiG7KjaEkC,My Life,0.934
0.112,About 30,Adekunle Gold,0.785,213645,0.825,4.13e-06,1,0.083,-3.914,0,This is Adekunle Gold,33.0,0.17,107.016,4,1yXIf6CgneuLU2ZLpZ2MfV,Pablo Alakori,0.827
0.0383,Lokal,Michael Brun,0.791,179478,0.685,8.37e-06,7,0.0911,-8.207,0,This is Adekunle Gold,36.0,0.0713,115.061,4,6vMxgoUsrtLcdxr3HvBjhc,Eda,0.373
0.00902,Power,Amanda Black,0.57,168947,0.778,0,8,0.152,-4.912,1,This is Adekunle Gold,36.0,0.144,76.055,4,5XipLxofs5fiY3w19ilqcV,Afrika (feat. Adekunle Gold),0.597
0.251,My Love (feat. Adekunle Gold & Del'b),DJ Tunez,0.818,188530,0.699,0.000395,10,0.105,-7.152,0,This is Adekunle Gold,33.0,0.0532,100.002,4,3JUPaX8FvJ1bZjsBgdb0OG,My Love (feat. Adekunle Gold & Del'b),0.373
0.0343,Arena (feat. Adekunle Gold) [Remix],Dyo,0.723,204855,0.729,0,6,0.0982,-6.373,0,This is Adekunle Gold,23.0,0.0515,107.03,4,1SUYyb19XaRPXJh9nfLoW0,Arena (feat. Adekunle Gold) - Remix,0.534
0.221,Gold,Adekunle Gold,0.813,216581,0.802,0,7,0.234,-6.332,1,This is Adekunle Gold,29.0,0.0441,112.007,4,4bXNGfGzvrNlNQ8tRBsbNo,Orente,0.798
0.596,Gold,Adekunle Gold,0.853,184059,0.799,9.61e-05,7,0.091,-4.737,1,This is Adekunle Gold,27.0,0.22,90.017,4,1oHoRkAihCTWL1302lfa8A,Ariwo Ko,0.752
0.205,Gold,Adekunle Gold,0.911,203625,0.616,0,9,0.0447,-8.209,0,This is Adekunle Gold,27.0,0.28,106.998,4,5XHT4Oal6i3QBO4oLWOK31,Work,0.915
0.304,Gold,Adekunle Gold,0.832,216816,0.866,8.78e-06,4,0.244,-4.29,1,This is Adekunle Gold,27.0,0.16,111.999,4,2IrKXRTxNvOpegUMMUwrcN,Ready,0.962
0.105,Gold,Adekunle Gold,0.685,226038,0.739,7.69e-06,0,0.343,-8.516,0,This is Adekunle Gold,27.0,0.0605,121.875,4,1hz1rg9szSYv9rt8zxkTEg,Sade - Bonus,0.542
0.0581,About 30,Adekunle Gold,0.777,171949,0.713,0,9,0.215,-5.689,1,This is Adekunle Gold,28.0,0.0451,119.984,4,1uube7SBIMcTQZoXllZF1j,"Damn, Delilah",0.693
0.67,Before You Wake Up (Remix) [feat. Vanessa Mdee],Adekunle Gold,0.558,174500,0.766,1.22e-05,11,0.392,-4.549,1,This is Adekunle Gold,26.0,0.248,122.865,3,5mnFFeZMRyCh4Im1wkAYkK,Before You Wake Up (feat. Vanessa Mdee) - Remix,0.737
0.186,About 30,Adekunle Gold,0.733,174316,0.838,2.94e-06,5,0.0894,-6.642,1,This is Adekunle Gold,27.0,0.147,95.09,4,4NA0Gf5rDfO9PY0z5bRRsZ,Somebody,0.691
0.407,Gold,Adekunle Gold,0.807,237714,0.866,5.31e-06,1,0.057,-5.884,1,This is Adekunle Gold,27.0,0.0514,101.991,4,4BlvGR4CJms8dO3zCl8s2Y,Beautiful Night,0.969
0.335,About 30,Adekunle Gold,0.581,177857,0.628,0,7,0.258,-5.106,1,This is Adekunle Gold,26.0,0.0375,139.963,3,1VHtZfic8dv6YPHAOdPNej,Fame,0.58
0.583,Simisola,Simi,0.757,248750,0.614,0.00222,9,0.102,-8.18,0,This is Adekunle Gold,28.0,0.126,149.959,4,0gebFq16ZKEt07j0QwBM3R,Take Me Back,0.762
0.732,About 30,Adekunle Gold,0.665,243582,0.458,0,6,0.202,-8.179,1,This is Adekunle Gold,26.0,0.0289,133.876,4,2TLXi5aUNMnbtDkZpxXeXE,There is a God (feat. LCGC),0.554
0.403,About 30,Adekunle Gold,0.866,184078,0.664,3.62e-05,1,0.0817,-6.284,1,This is Adekunle Gold,25.0,0.0533,103.072,4,3yBDwKz8htldAB59RCU95D,Back to Start,0.844
0.452,About 30,Adekunle Gold,0.821,175200,0.723,2.53e-05,5,0.169,-6.33,1,This is Adekunle Gold,26.0,0.23,100.024,4,34K0wZlC1O3P4NJIlqP3Yz,Remember,0.81
0.67,Gold,Adekunle Gold,0.877,207125,0.788,1.1e-05,10,0.0339,-4.956,1,This is Adekunle Gold,25.0,0.0962,124.007,4,6S7aJmUDTUMSp92iNTSN6F,Friend Zone,0.931
0.846,Gold,Adekunle Gold,0.501,220709,0.599,0.000125,0,0.117,-7.861,1,This is Adekunle Gold,24.0,0.0622,82.207,4,3S0LFxeAzL0gLddbhsXw9A,Nurse Alabere,0.584
0.594,Gold,Adekunle Gold,0.457,190067,0.483,0,1,0.0956,-7.869,1,This is Adekunle Gold,24.0,0.45,78.878,4,0Jj0G6OclTrQ1G4XJd1UCy,Paradise,0.633
0.162,Gold,Adekunle Gold,0.55,255269,0.928,0.00585,1,0.327,-9.719,0,This is Adekunle Gold,24.0,0.0579,176.867,3,7iHSGlyk3dgPPX5pX7IZBR,Fight for You,0.858
0.545,Gold,Adekunle Gold,0.565,210077,0.629,0,2,0.137,-6.576,1,This is Adekunle Gold,24.0,0.142,167.68,3,40wX1I0c0jW7XX6uGFbCRv,Temptation,0.596
0.413,Gold,Adekunle Gold,0.475,195056,0.711,0,10,0.14,-6.314,1,This is Adekunle Gold,23.0,0.275,80.025,5,6NEuKAntv7CCfm1K8QwQBw,Sweet Me,0.741
0.145,Love Me (feat. Adekunle Gold),Aramide,0.752,225358,0.829,0,6,0.108,-5.236,1,This is Adekunle Gold,9.0,0.0903,104.997,4,6Tz9sXr26Naom2TM6XbG5A,Love Me (feat. Adekunle Gold),0.752
0.435,Alujanjankijan (feat. Adekunle Gold),Sola Allyson,0.739,224151,0.87,0,11,0.0594,-3.586,1,This is Adekunle Gold,12.0,0.125,105.993,4,1xUzcFpxMRmVUeDVg8yS1c,Alujanjankijan (feat. Adekunle Gold),0.893
0.456,Red Velvet,Waje,0.359,261500,0.528,0,8,0.119,-7.226,1,This is Adekunle Gold,6.0,0.0397,176.865,4,3Rb0vMroFiuLfcqppbJGLT,Why,0.284
0.692,"Afrobeats With Love, Vol. 4",Various Artists,0.586,244267,0.575,0,8,0.0772,-6.135,1,This is Adekunle Gold,7.0,0.184,115.382,4,5veDwoiwFoB6BX87EvZ2ba,No Forget,0.808
0.802,Hotems,Various Artists,0.0,4136,0.415,2.93e-05,4,0.0,-6.683,1,This is Adekunle Gold,0.0,0.0,0.0,0,3TCxLnkXexss8l3VwY2GnW,Life of a Star,0.0
0.35,Face 2 Face 10.0,2Baba,0.479,260987,0.773,0.0,10,0.392,-6.112,1,This is 2Baba,36.0,0.349,77.346,4,5WrrKyhWgHbqelmd2ENpSf,African Queen,0.563
0.0689,Warriors,2Baba,0.715,225827,0.917,9.67e-06,9,0.0799,-2.986,0,This is 2Baba,40.0,0.164,173.898,4,7gcSJyitQE3OUWhEI7YTkB,We Must Groove (feat. Burna Boy),0.791
0.496,Grass 2 Grace,2Baba,0.505,269733,0.7,0.0,9,0.111,-5.175,1,This is 2Baba,34.0,0.104,171.84,4,1imfHroOMdTqspOIGnVtOs,If Love Is A Crime,0.75
0.352,Oyi,2Baba,0.637,232478,0.702,7.22e-05,10,0.0445,-4.187,0,This is 2Baba,34.0,0.232,127.806,3,7BVhguhgHsEDZBFQh92Vik,Oyi,0.913
0.478,Warriors,2Baba,0.631,205385,0.64,0.0,0,0.135,-6.318,1,This is 2Baba,30.0,0.0799,103.471,4,7j9Hues1Hzg9LQ84Pmhyv8,Ginger (feat. Tiwa Savage),0.756
0.517,Face 2 Face 10.0,2Baba,0.483,290240,0.814,0.0,10,0.684,-4.339,0,This is 2Baba,25.0,0.315,127.811,3,4pPTKgTFyjU4VVT8BCHThZ,Ole,0.709
0.115,Away and Beyond Plus,2Baba,0.665,253858,0.925,2.78e-06,1,0.154,-3.98,1,This is 2Baba,28.0,0.0479,124.019,4,71XEsdlc9T5PrshrqzyaGN,Ihe Neme,0.965
0.177,Warriors,2Baba,0.783,184421,0.796,0.0,0,0.103,-6.857,1,This is 2Baba,31.0,0.171,100.031,4,3TnN2kZvjnZDsrS19beSqt,Target You (feat. Syemca),0.772
0.248,Grass 2 Grace,2Baba,0.488,262320,0.736,0.0,10,0.164,-5.883,1,This is 2Baba,32.0,0.239,140.311,5,64Abyr4HpkCBbT0DqBp1dx,True Love,0.595
0.323,"Life is Eazi, Vol. 2 - Lagos To London",Mr Eazi,0.891,199651,0.558,4.89e-05,1,0.117,-7.238,1,This is 2Baba,34.0,0.0583,107.0,4,3sI92ByyeCtuvkoZhyALJL,Suffer Head,0.665
0.21,Geshomo,Sound Sultan,0.824,226014,0.746,1.89e-05,1,0.276,-4.207,1,This is 2Baba,30.0,0.127,103.041,4,5UrFUR3rGEuDQaKTQi4RQR,Geshomo,0.902
0.374,Warriors,2Baba,0.807,183103,0.916,0.0,10,0.163,-4.456,1,This is 2Baba,26.0,0.053,116.012,4,2E69eYTx63PA0iIx4akLbZ,I Dey Hear Everything (feat. Olamide),0.927
0.0824,Grass 2 Grace,2Baba,0.694,227907,0.717,0.0,7,0.075,-5.606,1,This is 2Baba,27.0,0.371,95.691,4,7FQecMcIQ2oB7dMaW0MYJ2,4 Instance,0.797
0.22,Face 2 Face 10.0,2Baba,0.615,265440,0.723,0.0,0,0.082,-4.808,1,This is 2Baba,22.0,0.404,97.998,4,7L3sQ9DSqZTmxkxZy7HMxe,Nfana Ibaga (No Problem),0.941
0.43,Only Me,2Baba,0.493,222434,0.664,0.0,3,0.112,-4.992,0,This is 2Baba,24.0,0.185,99.82,4,2hAfERh67ZamCULs9eRtjM,Only Me,0.815
0.0618,Away and Beyond Plus,2Baba,0.707,266502,0.658,0.0,10,0.0865,-5.702,1,This is 2Baba,23.0,0.27,117.793,5,6vFu3apoMFRBsyKMDZ8cSF,Rainbow (Remix) [feat. T Pain],0.571
0.27,Grass 2 Grace,2Baba,0.694,286867,0.6,0.0,7,0.152,-5.263,1,This is 2Baba,27.0,0.161,87.029,4,0ZYKnsD8GoiU5tHki9T7Fn,E Be Like Say,0.618
0.258,The Unstoppable,2Baba,0.502,261277,0.843,0.0,8,0.171,-5.229,0,This is 2Baba,21.0,0.415,83.149,3,3qAjX8O0YQWKaTrK0UPIcR,Enter the Place (feat. Sound Sultan),0.927
0.096,Face 2 Face 10.0,2Baba,0.787,228571,0.923,0.00071,11,0.0836,-4.196,0,This is 2Baba,20.0,0.0711,124.994,4,4SV4FQoKZ6wH8osLAo3exO,Dance Go (Eau De Vie),0.725
0.16,Holy Holy,2Baba,0.662,267319,0.934,0.0,5,0.0319,-3.146,0,This is 2Baba,22.0,0.248,80.278,4,5EuzSjOdAfFsuxnrr237Fw,Holy Holy,0.961
0.068,Grass 2 Grace,2Baba,0.797,271720,0.64,0.0,9,0.0812,-6.932,0,This is 2Baba,25.0,0.21,104.006,4,2I4PuUJLbVQUiGLnZpQRqV,No Shakin,0.528
0.0879,Cupid Stories,Bracket,0.38,242813,0.913,0.000124,8,0.0977,-2.84,1,This is 2Baba,24.0,0.0794,141.616,5,6tqRTGMys8jvDUmdxsPwdk,Remember (feat. 2face),0.886
0.252,Warriors,2Baba,0.845,196459,0.676,5.6e-05,10,0.0561,-4.113,1,This is 2Baba,25.0,0.0829,109.979,4,2Lf9sq98qQsJA0Z6JiICOO,"Love Me, Love Me",0.835
0.155,Rewind Select Update,2Baba,0.628,247320,0.751,0.0,7,0.0708,-3.48,1,This is 2Baba,19.0,0.0969,84.906,4,3m1h3Jm2JRCEh6DLkc4y5T,Thank You Lord,0.819
0.274,Face 2 Face,2Baba,0.574,288920,0.693,0.0,2,0.215,-4.904,0,This is 2Baba,20.0,0.289,94.297,4,2L7I6WIUbzBMlepi4iVfXd,Right Here,0.717
0.0611,Away and Beyond Plus,2Baba,0.703,235781,0.833,0.0,8,0.0921,-5.496,1,This is 2Baba,20.0,0.302,159.971,4,17DFjNUUiWalCWOMxzuXJR,Higher Healing (feat. Huma Lara),0.798
0.603,The Unstoppable,2Baba,0.454,236565,0.673,0.0,9,0.328,-7.009,1,This is 2Baba,19.0,0.268,175.913,4,2YS2tXRuq2rXBowgm6orDZ,Outside,0.727
0.061,"Afro Hip Hop, Vol. 3",Various Artists,0.625,234520,0.702,0.0,4,0.121,-4.743,0,This is 2Baba,21.0,0.296,167.684,4,6k0qiK8ZWEHfaFnEVg0Hez,I Hate What You Do to Me,0.767
0.0631,Face 2 Face,2Baba,0.837,345000,0.89,0.0,8,0.0764,-3.278,1,This is 2Baba,19.0,0.151,104.942,4,3jDiJeeFb0Q81eqBzAzKHt,Keep On Rocking,0.922
0.106,Away and Beyond Plus,2Baba,0.669,218462,0.875,0.0,7,0.285,-4.2,1,This is 2Baba,19.0,0.0355,99.975,4,0J4eQ4zyzQoDGioLAFCeXD,Dance in the Rain,0.601
0.293,Face 2 Face 10.0,2Baba,0.589,267840,0.624,0.0,9,0.0537,-8.891,0,This is 2Baba,19.0,0.0522,91.893,4,3v0FEcW2YJaJlVU5k7zolI,U No Holy Pass,0.844
0.12,Important,2Baba,0.871,205845,0.872,0.0,6,0.26,-3.227,0,This is 2Baba,26.0,0.117,120.064,5,4BtHxvGT5YofD8dHXlvNat,Important,0.541
0.225,Oya Come Make We Go,2Baba,0.755,259773,0.89,0.0,8,0.143,-2.11,1,This is 2Baba,19.0,0.115,100.066,4,453NbRIkfe66TiQu5S17cA,Oya Come Make We Go,0.46
0.739,Away and Beyond Plus,2Baba,0.481,256418,0.676,0.0,1,0.146,-4.671,1,This is 2Baba,18.0,0.182,139.953,4,2X7CmVsjmOQQa3KVg60ta4,Bother You,0.471
0.455,The Unstoppable,2Baba,0.632,230191,0.748,0.0,10,0.0694,-7.236,0,This is 2Baba,18.0,0.165,77.098,4,7E6C85pN9bwfTTxOjaqlcx,Free (feat. Ehi Idibia),0.888
0.403,Rewind Select Update,2Baba,0.534,274053,0.917,0.0,7,0.398,-2.679,1,This is 2Baba,16.0,0.102,96.815,4,0lPrmWdivH77mwUFpa3EXG,Holy Pass,0.629
0.086,Away and Beyond Plus,2Baba,0.557,274051,0.883,0.0,10,0.103,-5.172,1,This is 2Baba,18.0,0.232,89.987,4,0EDkMSTKctqacgzcIr68yD,Omo T'osan,0.2
0.289,The Unstoppable,2Baba,0.487,254119,0.821,0.0,9,0.0862,-4.985,1,This is 2Baba,16.0,0.24,88.751,4,3N1t0NYCgDKAM2QgikYJVU,Appreciate It,0.83
0.475,Rewind Select Update,2Baba,0.375,227627,0.721,0.0,8,0.121,-5.142,1,This is 2Baba,16.0,0.281,70.239,4,2wCfyfqRbm2t8OyJNkvm7X,Kiss of Life,0.355
0.861,Face 2 Face,2Baba,0.66,68000,0.295,0.0,10,0.619,-9.825,0,This is 2Baba,13.0,0.936,92.802,5,0gVzvc1b7v9kwmZVgab4sZ,Intro,0.624
0.161,Frenemies,2Baba,0.471,241737,0.794,0.0,2,0.139,-4.433,1,This is 2Baba,20.0,0.376,159.802,4,7hWvMTMVuxJqKUG98gAACG,Frenemies,0.601
0.0417,Kanye West Presents Good Music Cruel Summer,Various Artists,0.635,275080,0.66,0.0,7,0.351,-4.847,1,This is D'banj,46.0,0.357,82.16,4,51oVwsllGkGySCLW6inIXE,The Morning,0.193
0.061,Bandera Move,Claudia Leitte,0.71,217021,0.685,1.9e-06,6,0.465,-7.022,0,This is D'banj,40.0,0.226,188.227,4,21niWXQZEeq9HVOHWWwP9E,Fin de Semana,0.719
0.23,D'banj Essentials,D'banj,0.82,251560,0.669,0.0,2,0.377,-9.032,1,This is D'banj,23.0,0.078,102.067,4,5JtqN0WQgzyk74dqvozH7Z,Tongolo,0.681
0.118,Shake It (feat. Tiwa Savage),D'banj,0.936,169286,0.672,0.024,11,0.0675,-6.736,0,This is D'banj,27.0,0.117,112.019,4,1YE3WmwaTDtJxaXqXLWllY,Shake It (feat. Tiwa Savage),0.961
0.102,Safari,Various Artists,0.709,256693,0.897,7.93e-06,1,0.0875,-6.098,1,This is D'banj,24.0,0.0352,128.051,4,4YbkUYKOjRCLY2AeO7E8II,Mr Endowed,0.592
0.156,D'banj Essentials,D'banj,0.75,214466,0.775,0.0,11,0.332,-5.879,1,This is D'banj,26.0,0.0502,120.028,4,3F0lQxI8072Z0iYFSoHmW7,Suddenly,0.69
0.171,An Epic Journey,D'banj,0.638,224000,0.913,0.0,6,0.429,-6.748,1,This is D'banj,22.0,0.0687,195.205,3,7iyzjmkTJ0vyr5zpN2P6Ln,Feeling The Nigga (Remix),0.834
0.0165,Comment Ca Va,D'banj,0.724,202468,0.733,0.00177,1,0.207,-6.195,0,This is D'banj,32.0,0.0743,105.872,4,1eXv38jXukTghRTXP60E5J,Comment Ca Va,0.548
0.131,If No Be God (Superstar),D'banj,0.855,221067,0.718,0.0,6,0.0485,-4.017,1,This is D'banj,24.0,0.108,113.998,4,7vPc08Pu40ArUGg5VGCC3d,If No Be God (Superstar),0.973
0.0331,D'banj Essentials,D'banj,0.712,292695,0.907,1.81e-06,0,0.0784,-6.971,1,This is D'banj,22.0,0.0374,120.01,4,55qaV9LmsEgmdbLtJfr2aT,Olorun Maje,0.95
0.393,An Epic Journey,D'banj,0.685,226000,0.615,0.0,4,0.0957,-8.541,0,This is D'banj,19.0,0.37,187.952,4,4KTALLO30IGQcSRRsTF6kc,Confidential,0.571
0.0896,Tony Montana Remix,Naeto C,0.726,243775,0.974,0.0,5,0.0946,-4.55,0,This is D'banj,25.0,0.318,125.044,4,13QxWLuCNkyUwZNG6MgC3D,Tony Montana - Remix,0.896
0.469,D'banj Essentials,D'banj,0.811,230027,0.887,0.0,10,0.0867,-5.982,1,This is D'banj,21.0,0.0664,115.018,4,0h9DKrILS5jRAA9fhR4YIO,Scape Goat,0.965
0.000685,Shy,D'banj,0.534,152107,0.619,0.00136,7,0.0926,-7.313,1,This is D'banj,26.0,0.229,88.819,5,61DKZzefwU14txABO843B2,Shy,0.533
0.13,King Don Come,D'banj,0.617,204200,0.639,5.65e-06,11,0.159,-7.211,0,This is D'banj,21.0,0.209,105.68,4,2Zu0KFUndQzDZ1tWBasoE0,Te Necesito,0.748
0.0113,It's Not a Lie,D'banj,0.775,192000,0.783,9.58e-05,1,0.0742,-2.828,0,This is D'banj,21.0,0.244,130.066,4,7wcNq4MxRUUGRi51haFal9,It's Not a Lie,0.716
0.0619,D'banj Essentials,D'banj,0.835,231174,0.868,0.000376,5,0.0824,-2.555,1,This is D'banj,19.0,0.035,114.934,4,4Ef0ceivfmZbQW1vn7YOPC,Igwe,0.912
0.103,Agidi,D'banj,0.859,225131,0.764,0.000667,10,0.0509,-2.632,1,This is D'banj,21.0,0.063,111.982,4,5GXRZlOVxPvsELkMoKlkxl,Agidi,0.697
0.41,Baecation,D'banj,0.752,225071,0.883,2.97e-05,1,0.084,-1.991,1,This is D'banj,23.0,0.0885,105.053,4,5warjJSXOS6pxRgQehCYYx,Baecation,0.823
0.378,Everything Is Ok,D'banj,0.75,182000,0.888,0.00109,8,0.329,-0.984,1,This is D'banj,19.0,0.0552,120.009,4,51KXU1DSVdhTfmsmDzp9np,Everything Is Ok,0.957
0.153,Mo Cover Eh,D'banj,0.778,199760,0.924,7.28e-05,1,0.0863,-3.054,0,This is D'banj,22.0,0.359,124.8,4,64CvYaAd4JHOukecSUymue,Mo Cover Eh,0.503
0.102,Issa Banger,D'banj,0.916,184083,0.956,2.38e-05,6,0.251,-3.196,1,This is D'banj,23.0,0.293,125.053,4,41ez3bfqhBkNNxLLbBxwqf,Issa Banger,0.785
0.0358,King Don Come,D'banj,0.634,214200,0.795,0.0,9,0.124,-6.389,1,This is D'banj,16.0,0.102,99.906,4,1iWZZpNSYunllZgCSAmZSB,Be With You,0.224
0.0546,An Epic Journey,D'banj,0.718,201231,0.891,0.235,8,0.083,-5.595,1,This is D'banj,13.0,0.0647,130.067,4,7d2sARAj83JgZOWaOXkBMc,Knocking On My Door,0.823
0.0888,Something for Something (feat. Cassper Nyovest),D'banj,0.859,204522,0.861,4.4e-05,2,0.111,-5.892,1,This is D'banj,15.0,0.217,114.99,4,36akiPUnHid7ylsW19o6cc,Something for Something (feat. Cassper Nyovest),0.809
0.029,Safari,Various Artists,0.789,195776,0.947,0.0859,11,0.443,-3.637,0,This is D'banj,9.0,0.0494,125.998,4,2DgldVXRBXKLTZb5A0D6RK,Omini,0.547
0.122,King Don Come,D'banj,0.823,222960,0.744,4.75e-06,9,0.0795,-5.726,0,This is D'banj,16.0,0.107,110.996,4,09uBUnKTgMhiOsHaeEhl0k,Turn Down For What (Focus),0.718
0.0311,An Epic Journey,D'banj,0.361,249091,0.96,0.0,5,0.0772,-3.634,1,This is D'banj,13.0,0.0928,197.993,3,5kW4ZaHAzF0ZlheHgq0JIu,Frosh,0.881
0.062,Action,D'banj,0.734,175827,0.826,0.00471,9,0.265,-6.41,0,This is D'banj,14.0,0.164,101.023,4,45V8f5GsYtgI7ZMrqAkJB3,Action,0.879
0.0386,Sound Waves From Africa Vol. 10,Various Artists,0.706,257720,0.709,8e-05,1,0.218,-9.075,1,This is D'banj,10.0,0.0391,100.019,4,4U2tRDQbze7oio9Zu9xBFj,Socor,0.661
0.00496,"Gqom Queen, Vol. 1",Babes Wodumo,0.902,230476,0.765,0.0,1,0.0699,-6.365,0,This is D'banj,12.0,0.0759,126.065,4,6W9GnpgM4ESN54QUq1NSzu,Wololo (Remix),0.837
0.0997,An Epic Journey,D'banj,0.848,235976,0.681,0.0,4,0.113,-10.809,1,This is D'banj,9.0,0.211,131.213,4,0mFb1esvO7GjZtRM5lnKYU,The King Is Here,0.86
0.273,Lafíaji,Vector,0.775,229627,0.934,0.0,0,0.12,-1.198,1,This is D'banj,10.0,0.0735,117.965,4,0WUajCaIM25R028zrV9CTe,I Pray (feat. D'Banj),0.767
0.0171,"Echoes Of African Nations, Vol. 18",Various Artists,0.657,308707,0.74,4.51e-06,7,0.106,-7.623,1,This is D'banj,7.0,0.0525,94.062,4,2piVnPkBsU10beV7RPbfQe,Iya Mi,0.595
0.171,Mo Cove Eh,D'banj,0.719,199640,0.63,1.81e-05,1,0.226,-15.467,0,This is D'banj,9.0,0.448,124.608,4,24m96maOxZGQPuQVUzkfNT,Mo Cove Eh,0.59
0.268,What You want,D'banj,0.745,256082,0.848,0.0,7,0.0449,-2.198,1,This is D'banj,8.0,0.0637,89.971,3,1SHi44rVPYKO0uooquN1e7,What You want,0.825
0.535,Shikishiki Mami,Rayce,0.791,216059,0.813,0.0,11,0.0296,-4.025,0,This is D'banj,9.0,0.0732,109.927,4,3CMdEnYE0F3FAZsmyO0m6G,Shikishiki Mami,0.934
0.141,An Epic Journey,D'banj,0.833,211343,0.82,0.0,10,0.11,-4.516,1,This is D'banj,9.0,0.218,134.025,4,2fGQLxxcCap4DIeh8iY9UD,Salute,0.813
0.0137,"Echoes Of African Nations, Vol. 20",Various Artists,0.859,243947,0.714,0.00126,7,0.0261,-9.1,1,This is D'banj,6.0,0.0483,121.984,4,7jsEuVwPdrVYeoGyjVTorY,Ika O Da,0.743
0.353,Double Trouble,P-Square,0.58,223500,0.903,6.98e-06,11,0.0957,-4.564,1,This is P-Square,53.0,0.0773,194.828,3,0B1X6jlzNv6rUWmdDBOG9S,Collabo,0.927
0.287,Zouk Summer Hits 2012 (18 tubes),Various Artists,0.748,232751,0.867,0.0,11,0.0868,-5.051,0,This is P-Square,50.0,0.135,108.105,4,5cPoCPV5O1wlKlqYDyMcax,Positif,0.798
0.0767,Bank Alert,P-Square,0.824,253841,0.915,0.0,1,0.045,-2.989,1,This is P-Square,42.0,0.0894,129.989,4,0bBXpeBxFLRCLAzbmd7cbM,Bank Alert,0.973
